"address","latitude","longitude","business_name"
"11300 East Seven Mile","42.4340706000","-83.0090027000","Meadow Brook Manor"
"80 East Seven Mile","42.4315300000","-83.1011200000","Ed's Auto Parts"
"1140 Farmer","42.3332100000","-83.0462800000","Bonnie's Gifts and Sundries"
"11301 East Seven Mile","42.4345818000","-83.0087509000","AUTOMOTIVE SPECIALIST"
"2051 West Grand Boulevard","42.3575783000","-83.1086884000","NEW CENTER COMMUNITY MENTAL HEALTH"
"1140 Farmer","42.3332100000","-83.0462799000","Compuware Child Development Center"
"11351 East Seven Mile","42.4346085000","-83.0076523000","EVEYLN ROBINSON"
"1136 East SEVEN MILE","42.4323387000","-83.0918274000","BEIJING CHINA CHINESE FOOD"
"11370 East Seven Mile","42.4341011000","-83.0078201000","DEBORAH CRUMPTON"
"11386 East Seven Mile","42.4342537000","-83.0073700000","RICHARD AND NANCY SOWA"
"11395 East Seven Mile","42.4346313000","-83.0069580000","EASTSIDE SEVEN MILE LIQUOR"
"1141 East SEVEN MILE","42.4328003000","-83.0917664000","AUNT BESSIE'S BAR-B-Q"
"1141 East SEVEN MILE","42.4328003000","-83.0917664000","AUNT BESSIE'S BBQ"
"11416 East Seven Mile","42.4341087000","-83.0066071000","THE TAX EXPERTS"
"11429 East SEVEN MILE","42.4346504000","-83.0061188000","Royal Fish And Chicken"
"11517 East Seven Mile","42.4345551000","-83.0054626000","O S CONSTRUCTION CO"
"11600 East Seven Mile","42.4343033000","-83.0044708000","Osborne High School - Detroit Public Schools"
"11603 East SEVEN MILE","42.4347000000","-83.0039600000","SEVEN MILE & HOOVER GAS AND MORE INC."
"11811 East SEVEN MILE","42.4347200000","-83.0030400000","R & D ONE STOP MEALS"
"11831 East Seven Mile","42.4347305000","-83.0027618000","ME AND MY GIRL'S SOUL FOOD"
"11849 East Seven Mile","42.4346237000","-83.0024261000","FAITH TEMPLE CHURCH OF APOSTOLIC FAITH"
"11931 East Seven Mile","42.4347992000","-83.0015564000","UNCLE ROB'S AUTO REPAIR & 10 MINUTE OIL CHANGE"
"1200 East Seven Mile","42.4323692000","-83.0910721000","Balasan Mini Mart Inc"
"12051 East Seven Mile","42.4348297000","-83.0003281000","GOOD HOPE MISSIONARY BAPTIST CHURCH OF DETROIT"
"1220 East Seven Mile","42.4324913000","-83.0910034000","LIBERTY TEMPLE ANNEX          CHOOL"
"1221 East Seven Mile","42.4328308000","-83.0909271000","CITY OF DETROIT - PUBLIC LIBRARY"
"12434 East Seven Mile","42.4343987000","-82.9976730000","New Beginnings Baptist Church"
"12444 East Seven Mile","42.4344101000","-82.9974899000","Forty Cutz Barber shop"
"12530 East Seven Mile","42.4344292000","-82.9964676000","PEACE CHAPEL EAST"
"12620 East Seven Mile","42.4345589000","-82.9956741000","Motor City Auto Repair"
"12626 East Seven Mile","42.4344597000","-82.9955215000","G A P SERVICES INC"
"12645 East Seven Mile","42.4349518000","-82.9950485000","FAMILY FOOD MARKET"
"12701 East Seven Mile","42.4349289000","-82.9944992000","Robert's Coney Island"
"12901 East Seven Mile","42.4350000000","-82.9919900000","G&B INVESTMENT LLC"
"12540 East Warren","42.3906100000","-82.9713200000","Mr. Seas"
"12944 East SEVEN MILE","42.4345207000","-82.9914627000","Big Mike's Auto Spa"
"1300 East Seven Mile","42.4325142000","-83.0900192000","LIBERTY TEMPLE CHURCH"
"13001 East Seven Mile","42.4350200000","-82.9907300000","Lion Auto sales"
"13001 East Seven Mile","42.4350090000","-82.9908295000","Lions Auto Sales"
"13001 East Seven Mile","42.4310455000","-83.1744003000","LIONS AUTO SALES"
"13010 East SEVEN MILE","42.4345284000","-82.9908218000","God's Established Foundation"
"13016 East Seven Mile","42.4345400000","-82.9905900000","CLUB SEVEN"
"13033 East SEVEN MILE","42.4350586000","-82.9903488000","K & SONS GAS MART/ CITGO GAS STATION"
"13040 East SEVEN MILE","42.4345398000","-82.9902420000","7 MILE AUTO AND TIRE"
"1313 East Seven Mile","42.4328613000","-83.0902710000","STRIBLING ELECTRIC COMPANY"
"13230 East Seven Mile","42.4345703000","-82.9893723000","ROBERTOS UNISEX HAIR SALON"
"9054 Evergreen","42.3601500000","-83.2355000000","Pat Murray"
"2425 Ewald Circle Boulevard","42.3920100000","-83.1375100000","Oakman townhomes"
"15200 Faircrest","42.4321500000","-82.9649800000","15200 Faircrest"
"15610 Fairmont Street","42.2657800000","-83.1386100000","15610 Fairmont"
"13341 East Seven Mile","42.4351387000","-82.9879227000","DOLLAR GENERAL #13505"
"13400 East Seven Mile","42.4345818000","-82.9873734000","QUALITY COLLISION"
"13411 East Seven Mile","42.4351501000","-82.9872665000","HICKORY MANNER APARTMENTS"
"1348 East Seven Mile","42.4325256000","-83.0894928000","LIBERTY TEMPLE CHURCH BLDG. 3"
"13547 East Seven Mile","42.4351807000","-82.9855499000","NARRA'S MARKET"
"13711 East Seven Mile","42.4351883000","-82.9837189000","GOLDEN TOUCH BEAUTY SALON"
"13821 East Seven Mile","42.4352608000","-82.9822388000","CARRIAGE HOUSE APARTMENTS"
"14071 East Seven Mile","42.4353294000","-82.9802475000","DETROIT MEDICAL CENTER"
"14074 East Seven Mile","42.4347916000","-82.9806366000","SHOE WAREHOUSE"
"14111 East Seven Mile","42.4354210000","-82.9796295000","CAPITAL ELECTRIC INC"
"6442 Epworth","42.3497887000","-83.1277313000","FIT-IT AUTO"
"14111 East Seven Mile","42.4354210000","-82.9796295000","MADDELEIN DEVELOPMENT LLC"
"80 East SEVEN MILE","42.4315300000","-83.1011200000","ED'S DISCOUNT AUTO PARTS"
"1140 Farmer","42.3332100000","-83.0462799000","Compuware/Campus Martius"
"800 East Seven Mile","42.4321899000","-83.0959167000","I-75 PETROLEUM INC. BP GAS STATION"
"8055 East Seven Mile","42.4342613000","-83.0228577000","U HAUL"
"1140 Farmer","42.3332100000","-83.0462799000","Detroit 300 Conservancy"
"8055 East Seven Mile","42.4342613000","-83.0228577000","U-HAUL"
"1140 Farmer","42.3332100000","-83.0462799000","Huntington Bank"
"8139 East Seven Mile","42.4341545000","-83.0216141000","7 FOODLAND"
"1140 Farmer","42.3323708000","-83.0471878000","One Campus Martius"
"8139 East Seven Mile","42.4341545000","-83.0216141000","7 Mile Food Supermarket Deli"
"1140 Farmer","42.3332100000","-83.0462799000","Plante Moran"
"8140 East Seven Mile","42.4338417000","-83.0215912000","EAST SEVEN MILE APARTMENTS LLC"
"1600 FARNSWORTH","42.3642044000","-83.0493698000","WAREHOUSE"
"215 FARNSWORTH","42.3594237000","-83.0629693000","Tent"
"8651 East Seven Mile","42.4353294000","-83.0166092000","UMETCO INC"
"217 FARNSWORTH","42.3596382000","-83.0627518000","The Scarab Club"
"8740 East Seven Mile","42.4340057000","-83.0156250000","FAMILY FOOD & LIQUOR"
"3151 Farnsworth","42.3693504000","-83.0360184000","St Hyacinth Church"
"6250 East SEVEN MILE  Road","42.4334183000","-83.0391464000","QWIK STOP LIQUOR"
"3741 East SEVEN MILE RD","42.4333000000","-83.0662600000","YONKA GRILL & DAIRY"
"5223 East Seven Mile Rd","42.4335403000","-83.0508118000","B B's DINER"
"11028 East Seven Mile Road","42.4340591000","-83.0137177000","Number1 Car Company #1"
"12800 East SEVEN MILE Road","42.4344788000","-82.9932022000","AL'S PETRO INC. (FASTRACK GAS)"
"12824 East Seven Mile Road","42.4344899000","-82.9928000000","7TH AVE. DRY CLEANERS, LLC"
"12840 East Seven Mile Road","42.4344902000","-82.9926682000","SHORTY'S LIQUOR SHOPPE"
"13000 East Seven mile Road","42.4345284000","-82.9909821000","Prince Pizza chicken & Ribs"
"13233 East Seven Mile Road","42.4351807000","-82.9893494000","SAVEWAY SUPER MARKET"
"13527 East SEVEN MILE Road","42.4350433000","-82.9859695000","NICKS NEW AND USED TIRES"
"13601 East SEVEN MILE Road","42.4351700000","-82.9847500000","VACANT"
"14139 East Seven Mile Road","42.4351730000","-82.9793777000","RAINBOW #211"
"1425 East Seven Mile Road","42.4328999000","-83.0891000000","Pharty Hard Community Barber Shop"
"14901 East SEVEN MILE Road","42.4355700000","-82.9683400000","Flick of the wrist"
"14919 East Seven Mile Road","42.4355800000","-82.9680800000","Cusimano Brother Property LLC."
"15015 East Seven Mile Road","42.4355900000","-82.9674299000","JJ's Disposal"
"15035 East Seven Mile Road","42.4356000000","-82.9671800000","Cedar Grove Missionary Baptist Church"
"15098 East Seven Mile Road","42.4351501000","-82.9658203000","Coney time Family Restaurant"
"1520 East Seven Mile Road","42.4324684000","-83.0884323000","DAVIDSON FISH FRY & SEAFOOD LLC"
"15201 East SEVEN MILE Road","42.4357185000","-82.9650497000","SAM SONS CORP/SUNOCO GAS"
"15235 East Seven Mile Road","42.4357300000","-82.9646606000","Jet's Pizza #62"
"15291 East SEVEN MILE Road","42.4357700000","-82.9635700000","FOUR J'S MARKET"
"15307 East Seven Mile Road","42.4357681000","-82.9634399000","A & J TIRE and AUTO REPAIR"
"1600 East Seven Mile Road","42.4324989000","-83.0875473000","YORK CLEANERS"
"1849 East Seven Mile Road","42.4331017000","-83.0832977000","HOT LINE CLEANERS"
"2441 East Seven Mile Road","42.4331589000","-83.0769196000","CROSSROADS INTERGENERATIONAL DAY CARE"
"2867 East Seven Mile Road","42.4330559000","-83.0743027000","Scotch Castle Party Store"
"2959 East SEVEN MILE Road","42.4331512000","-83.0726471000","RABCHEN INC"
"2971 East Seven Mile Road","42.4331512000","-83.0724411000","Gold Coast Lounge"
"401 East SEVEN MILE Road","42.4325400000","-83.0996700000","FAMILY DOLLAR #27125"
"4041 East SEVEN MILE Road","42.4333400000","-83.0635400000","RYAN GAS LLC/BP GAS"
"4111 East Seven Mile Road","42.4333611000","-83.0626373000","KINGS FUEL, LLC - 7 MILE & RYAN SERVICE"
"23810 West Seven  Mile","42.4292717000","-83.2756577000","The Vine"
"4933 East SEVEN MILE Road","42.4335403000","-83.0540924000","CLOVERBALL INTERNATIONAL INVESTMENT"
"5041 East SEVEN MILE Road","42.4335899000","-83.0530319000","SOLAIMAN MINI MART/VALERO GAS STATION"
"5844 East SEVEN MILE Road","42.4333115000","-83.0440063000","SEVEN MILE & MOUND PETRO INC/CITGO GAS"
"6141 East SEVEN MILE Road","42.4337502000","-83.0407410000","Alley Lot"
"8040 East Seven Mile Road","42.4338493000","-83.0233917000","No. 1 Chinese food III"
"8050 East SEVEN MILE Road","42.4338531000","-83.0232315000","Juan's Cornbeef"
"8060 East Seven Mile Road","42.4338570000","-83.0230637000","7Van Laundromatic, Inc."
"41 Farnsworth","42.3583908000","-83.0644150000","CULTURAL CENTER UNDERGROUND GARAGE"
"12068 Faust","42.3753600000","-83.2213500000","Residential"
"13544 FAUST","42.3849792000","-83.2218018000","OLIVIA THOMAS"
"20028 Faust","42.4393300000","-83.2242300000","Single Family Dwelling"
"7403 Faust","42.3462410000","-83.2212372000","Sherita Mills"
"7826 Faust","42.3501892000","-83.2206726000","unknown"
"9530 Faust","42.3654556000","-83.2212753000","VARP INC"
"9531 Faust","42.3660202000","-83.2221222000","VARP INC"
"9545 Faust","42.3656197000","-83.2216492000","French Quarters Apts. (Bldg B-3)"
"9550 Faust","42.3656921000","-83.2212906000","VARP INC"
"9561 Faust","42.3658180000","-83.2216644000","French Quarters (B-3)"
"9570 Faust","42.3661399000","-83.2213451000","VARP INC"
"9581 Faust","42.3661766000","-83.2216187000","French Quarters (Bldg 5)"
"9589 Faust","42.3662033000","-83.2216187000","French Quarters (Bldg 5)"
"9595 Faust","42.3662224000","-83.2216187000","VARP INC"
"9605 Faust","42.3662567000","-83.2216187000","French Quarters Apt. (Bldg 5)"
"15336 Grand River","42.3921617000","-83.1967486000","Optical World"
"9615 Faust","42.3662872000","-83.2216187000","French Quarters Apt. (Bldg 5)"
"12024 Faust Street","42.3747600000","-83.2213200000","Nancy Armstrong"
"2900 Featherstone","42.6466713000","-83.2252884000","M-Tech"
"5620 FEDERAL","42.3246994000","-83.1078720000","K&T&P Corporation"
"5620 FEDERAL","42.3246994000","-83.1078720000","KIDZ PLAYLAND"
"5700 Federal","42.3243408000","-83.1086426000","Mexican Flea Market"
"5740 Federal","42.3236694000","-83.1087570000","Chassis Pro LLC"
"5962 FEDERAL","42.3229332000","-83.1093903000","AA #1 Garage"
"6237 FEDERAL Street","42.3213081000","-83.1127319000","SOUTHWEST RELIEF CENTER"
"13200 Fenelon","42.4141579000","-83.0524597000","CITY OF DETROIT-PARKS & RECREATION DEPT-LASKY RECREATION CENTER"
"19955 Fenelon","42.4413528000","-83.0538712000","DETROIT PUBLIC SCHOOLS-FARWELL SCHOOL"
"20900 Fenkeil","42.4007416000","-83.2473526000","Paulie's thrifty Hardware Store"
"23230 Fenkell","42.4004593000","-83.2674103000","Rouge Woods Apt."
"10001 Fenkell","42.4023857000","-83.1598511000","PRESTIGE FILL UP LLC/VALERO GAS"
"10007 Fenkell","42.4023819000","-83.1598816000","VACANT"
"10041 FENKELL","42.4022000000","-83.1603300000","MedStop"
"1550 Fort  West","42.3242874000","-83.0626221000","UNITED STATES POST OFFICE"
"21740 FENKELL","42.4005300000","-83.2564500000","HABIBI FISH & CHICKEN"
"8300 Fenkell","42.4027786000","-83.1526794000",""
"10101 Fenkell","42.4022408000","-83.1612473000","VACANT"
"10110 Fenkell","42.4026985000","-83.1610870000","COIN-O-MATIC"
"10202 Fenkell","42.4026794000","-83.1620026000","WALTER STALLION"
"10208 Fenkell","42.4025879000","-83.1621704000","VACANT"
"10218 Fenkell","42.4026718000","-83.1623688000","VACANT"
"10238 Fenkell","42.4025879000","-83.1622696000","VACANT"
"10300 Fenkell","42.4026489000","-83.1631165000","Stages Unisex Salon"
"10326 Fenkell","42.4026413000","-83.1633911000","VACANT"
"10333 Fenkell","42.4021797000","-83.1633682000","VACANT"
"10340 Fenkell","42.4026299000","-83.1636124000","VACANT"
"10415 Fenkell","42.4021492000","-83.1641922000","VACANT"
"10419 Fenkell","42.4022293000","-83.1645660000","VACANT"
"10441 Fenkell","42.4021111000","-83.1647186000","Wards Tire Service"
"10501 Fenkell","42.4020805000","-83.1652374000","Auto Majic Body Repair"
"10544 Fenkell","42.4025497000","-83.1660309000","STARLITE PARTY STORE"
"10600 Fenkell","42.4031296000","-83.1667862000","St. Peter Claver Catholic Community Annex"
"10601 Fenkell","42.4020500000","-83.1663895000","BMW 40 MIN. CLEANERS, INC."
"10641 Fenkell","42.4021683000","-83.1666718000","Souls for Christ Ministries"
"10717 Fenkell","42.4020119000","-83.1676407000","VACANT"
"10727 Fenkell","42.4020004000","-83.1678696000","VACANT"
"10732 Fenkell","42.4025002000","-83.1679916000","DETROIT TIRE & WHEEL"
"3700 Gilbert","42.3277664000","-83.1194077000","ST PETER & PAUL RUSSIAN ORTHODOX CATHEDRAL"
"7350 Grand River","42.3575211000","-83.1101990000","Hersheys"
"9635 French Road","42.4010201000","-83.0015411000","VACANT"
"10825 Fenkell","42.4021072000","-83.1688004000","Mary E Bethune School"
"10825 Fenkell","42.4021072000","-83.1688004000","MARY MCLEOD BETHUNE"
"10840 Fenkell","42.4024900000","-83.1687400000","FMG FUEL INC."
"10840 Fenkell","42.4024900000","-83.1687400000","FMG FUEL INC."
"12712 Fenkell","42.4023552000","-83.1696396000","LITTLE CAESARS #64"
"12721 Fenkell","42.4019585000","-83.1697922000","HATTAR TWO INC/MARATHON GAS"
"12800 Fenkell","42.4024506000","-83.1706696000","J.A.M. HEATING & COOLING"
"12804 Fenkell","42.4023323000","-83.1707001000","ROBERT VAN KAMDEN"
"12806 Fenkell","42.4023323000","-83.1707382000","RMC SERVICE CO"
"12824 Fenkell","42.4023285000","-83.1710739000","RMS, DJ, DJ STO"
"12828 Fenkell","42.4023285000","-83.1711426000","DJ'S R US"
"12842 Fenkell","42.4023323000","-83.1708984000","COMPLETE DIGITAL WIRELESS"
"12844 Fenkell","42.4023285000","-83.1709137000","PARK PLACE MORTGAGE"
"12845 Fenkell","42.4019394000","-83.1712189000","KADEN AUTOMOTIVE CENTER"
"12943 Fenkell","42.4019203000","-83.1723099000","AKBARS RESTAURANT"
"13000 Fenkell","42.4023056000","-83.1726685000","DETROIT BEAUTY MART"
"13001 Fenkell","42.4019394000","-83.1731033000","HIGH PRAISE CATHEDRAL FO FAITH MINISTRIES"
"13001 Fenkell","42.4019394000","-83.1731033000","Mary Mcloed Bethune ELC"
"13018 Fenkell","42.4024100000","-83.1730300000","DOLLAR TREE #6272"
"13114 Fenkell","42.4022865000","-83.1740723000","PREFECTING FREEDOM CHURCH"
"15832 Fenkell","42.4016495000","-83.2023163000","The Agape Learning Center"
"13323 Fenkell","42.4018593000","-83.1763535000","NEW WHITE STONE BAPTIST CHURCH"
"13435 Fenkell","42.4018517000","-83.1776733000","Detroit Affordable Muffler"
"13500 Fenkell","42.4023094000","-83.1783066000","5TH AVENUE DETROIT SALON"
"13531 Fenkell","42.4018288000","-83.1786728000","Church's Chicken"
"13534 Fenkell","42.4023018000","-83.1788177000","WIRELINK COMMUNICATION"
"13600 Fenkell","42.4023285000","-83.1795578000","AMC Petro. (B. P. GAS)"
"13605 Fenkell","42.4019241000","-83.1796570000","Alex Gas and Mart"
"13700 Fenkell","42.4025383000","-83.1804810000","MOTOR CITY CEMENT CUTTING"
"13750 Fenkell","42.4024887000","-83.1813507000","SAVE A LOT"
"14000 Fenkell","42.4021339000","-83.1824799000","CRIMES TOWING"
"14001 Fenkell","42.4017500000","-83.1824400000","LEES TEXAS SYLE BAR-B-Q"
"14129 Fenkell","42.4018250000","-83.1839905000","MORRIS HARDWARE CO"
"14200 Fenkell","42.4020729000","-83.1847076000","SAM'S LIQUOR SHOPPE"
"14228 Fenkell","42.4021416000","-83.1851578000","CONEY  CASTLE  LLC"
"14241 Fenkell","42.4016800000","-83.1853333000","GREATER PROGRESSIVE MBC"
"14305 Fenkell","42.4016600000","-83.1856600000","Guardian Angel Services"
"14333 Fenkell","42.4016600000","-83.1860100000","EAGLE SPECIALITES, LLC"
"14444 Fenkell","42.4020882000","-83.1872864000","AMA FOOD MART/MARATHON GAS STATION"
"14535 FENKELL","42.4016973000","-83.1883126000","Hubbell Fish & Chicken"
"14545 FENKELL","42.4015884000","-83.1884689000","LUCKYS PIZZA"
"14546 Fenkell","42.4020500000","-83.1885986000","CASINO LIQUOR SHOPPE, INC"
"14646 Fenkell","42.4020195000","-83.1897278000","QUALITY AUTO SALES"
"14661 Fenkell","42.4015312000","-83.1902390000","CASH-MART"
"14755 Fenkell","42.4015007000","-83.1911392000","DR. MALANEY BROWN"
"14801 Fenkell","42.4014816000","-83.1920013000","MT. OLIVE GRAND LODGE"
"14830 Fenkell","42.4018555000","-83.1920242000","DETROIT ROLLING DOOR"
"14848 Fenkell","42.4019394000","-83.1924133000","Sanders Learning Center"
"15032 FENKELL","42.4019089000","-83.1932602000","ADVANCE BEGINNING CHILD CARE & LEARNING CENTER"
"15040 Fenkell","42.4019012000","-83.1934967000","MR. HEADD'S"
"15050 Fenkell","42.4019012000","-83.1936188000","LBC CLEANERS"
"15100 Fenkell","42.4018784000","-83.1940918000","HAMPTON MEMORIAL DAY CARE"
"15130 Fenkell","42.4018784000","-83.1943436000","BABCOCK FENKELL CONDOMINIUM INC"
"15150 Fenkell","42.4018593000","-83.1948318000","QUICK & CLEAN AUTO WASH"
"15239 FENKELL","42.4013901000","-83.1958313000","JOHN'S TIRE SERVICE"
"15303 Fenkell","42.4013786000","-83.1966171000","Fenkell Gas & Oil LLC SPIRIT GAS"
"15303 Fenkell","42.4013786000","-83.1966171000","R&K Petroleum"
"15331 FENKELL","42.4012985000","-83.1971588000","Club Caribbean"
"15350 Fenkell","42.4016991000","-83.1969147000","PALMS NIGHT CLUB"
"15430 FENKELL","42.4017410000","-83.1982117000","XPRESS MUFFLER"
"20000 Grand  River","42.4090900000","-83.2384100000","Family Dollar"
"14020 Grand River","42.3871613000","-83.1825790000","FOOD 4 LESS"
"15510 Fenkell","42.4017487000","-83.1991577000","FENKELL GAS & MART MOBIL GAS STATION"
"15515 Fenkell","42.4012985000","-83.1991119000","CASH CORNER"
"15515 Fenkell","42.4012985000","-83.1991806000","GALLAGHER FIRE SERVICES"
"15515 Fenkell","42.4013000000","-83.1991100000","Green Leaf"
"18724 Grand River","42.4038250000","-83.2256386000","Lee Anne's Luxury Bridal Boutique"
"15515 Fenkell","42.4012985000","-83.1991806000","KENNY KIRYAKOZA - DBA/DOLLAR CORNOR PLUS"
"15600 fenkell","42.4016900000","-83.2002900000","The Village Barber Shop"
"15650 FENKELL","42.4017601000","-83.2010422000","FREDERICK DOUGLAS APARTMENT"
"15660 Fenkell","42.4016418000","-83.2013931000","Festival Party Store"
"15738 Fenkell","42.4015846000","-83.2010498000",""
"15800 Fenkell","42.4017181000","-83.2019577000","PRINCIPLES OF FAITH MISSIONARY BAPTIST CHURCH"
"3810 Gilbert","42.3289604000","-83.1200333000","SS PETER & PAUL ORTHODOX CATHEDRAL (HEADSTART PROGRAM)"
"5005 Gilbert","42.3361397000","-83.1258926000","SUPERIOR APARTMENTS LLC"
"21741 Fenkell","42.4001732000","-83.2561111000","Regal Spirits"
"6020 Gilbert","42.3433075000","-83.1307373000","MOTOR CITY TOWING"
"3201 GILBERT Street","42.3245125000","-83.1174698000","Aces Lounge"
"22000 Fenkell","42.4005089000","-83.2571716000","Fenkell Tire shop"
"3201 GILBERT Street","42.3245125000","-83.1174698000","JIMMIE C'S SPORTS SALOON"
"11000 Freud","42.3595009000","-82.9706726000","RIVERSIDE MARINA"
"22001 Fenkell","42.4001465000","-83.2570496000","THE NEW GRANDY'S LLC - DBA GRANDY'S CONEY ISLAND"
"5828 Fort  West","42.3092995000","-83.0989685000","MILLMAN, JAY"
"18424 Fitzpatrick","42.3667107000","-83.2199097000","WESTLAKE TOOL INC CORP"
"3201 GILBERT Street","42.3245125000","-83.1174698000","THREE ACES Lounge"
"11200 Freud","42.3597984000","-82.9697723000","Worthy Marine Service"
"22019 Fenkell","42.4000397000","-83.2573166000","Brightmoor Bible Missionary Church"
"5848 Fort  West","42.3089294000","-83.0991669000","VACANT"
"24253 Grand  River","42.4249001000","-83.2796326000","Nick's New & Used Tires"
"14200 Grand River","42.3872490000","-83.1840820000","Ray's Garage"
"15900 Fenkell","42.4016304000","-83.2032089000","BENGE, CARRIE"
"18434 Fitzpatrick","42.3668594000","-83.2201004000","ZAK WELDING & FENCE INC."
"24200 Grand River","42.4253300000","-83.2784999000","VIEWS BAR & GRILL"
"15920 Fenkell","42.4016190000","-83.2034836000","Throwback Unisex Salon"
"4626 Grand  River","42.3473100000","-83.0851500000","Michigan Veterans Foundation"
"3401 GILBERT Street","42.3255900000","-83.1183900000","LAS MANZANAS HALL"
"18435 Fitzpatrick","42.3660660000","-83.2207642000","French Quarters Apts(Bldg- B2)"
"14217 Grand River","42.3866501000","-83.1841507000","MCKEE'S BARBER SHOP"
"8311 Fenkell","42.4023285000","-83.1527328000","HANG IT ETC."
"7031 Fort  West","42.3031425000","-83.1113510000","FRANK ACHO"
"15926 Fenkell","42.4015274000","-83.2032242000","Detroit Pet Supply"
"9222 Grand  River","42.3660300000","-83.1309600000","social security office"
"22020 Fenkell","42.4004135000","-83.2574310000","VACANT"
"11700 Freud","42.3620605000","-82.9635696000","NORTRU, LLC"
"15734 GILCHRIST  Street","42.4054184000","-83.2112808000","MRS. KIMBERLY WHITE"
"18466 Fitzpatrick","42.3670883000","-83.2203827000","Unknown"
"14240 Grand River","42.3873291000","-83.1846237000","Schoolcraft Quality Cars"
"14245 GRAND RIVER","42.3868790000","-83.1847229000","SARGONS"
"14301 Grand River","42.3870392000","-83.1851196000","GLASS HOUSE BAR & GRILL"
"14314 Grand River","42.3874626000","-83.1850739000","Grand Slam"
"14350 Grand River","42.3878593000","-83.1856232000","White Castle"
"14400 GRAND RIVER","42.3881302000","-83.1862335000","MALIK'S MUNCHIE SHOP"
"14401 GRAND RIVER","42.3876610000","-83.1867218000","VACANT"
"14406 Grand River","42.3879280000","-83.1862106000","Fortune Star Realty Co."
"14416 Grand River","42.3879738000","-83.1863327000","Kadeja's African Hair braiding"
"14458 GRAND RIVER","42.3883286000","-83.1868210000","BP GAS STATION & TACO PALACE"
"14458 GRAND RIVER","42.3883300000","-83.1867400000","TACO PALACE"
"14514 Grand River","42.3886490000","-83.1876068000","Coldest Cutz Barbershop"
"14550 Grand River","42.3888702000","-83.1881638000","GRAND RIVER GLASS CORP."
"14854 Grand River","42.3902300000","-83.1913700000","Food Lane Market"
"14860 Grand River","42.3900299000","-83.1914368000","FOODLANE MARKET"
"15065 Grand River","42.3904686000","-83.1936035000","REV. ROBERT L. HILL"
"15144 Grand River","42.3913307000","-83.1943283000","AROVA PARTY STORE"
"15155 Grand River","42.3909912000","-83.1949463000","STAN'S LOCK & KEY CLINIC"
"15201 Grand River","42.3911781000","-83.1953430000","ROYAL WIG"
"15201 Grand River","42.3911781000","-83.1953430000","ROYAL WIG"
"15234 Grand River","42.3915825000","-83.1953049000","FIRST COMMERICAL RLTY & DEV CO"
"15245 Grand River","42.3914185000","-83.1958466000","ELIAS RAYYAN"
"12093 Greenfield","42.3759117000","-83.1978455000","VACANT"
"15250 Grand River","42.3917656000","-83.1957474000","First Commercial"
"15250 Grand River","42.3917656000","-83.1957474000","VACANT"
"15250 Grand River","42.3917656000","-83.1957474000","VACANT"
"15253 Grand River","42.3915901000","-83.1960602000","AUTO ALERT INC"
"15320 Grand River","42.3922310000","-83.1963730000","PAYLESS SHOE SOURCE #2557"
"15322 Grand River","42.3922615000","-83.1964722000","LEE, TAEGUN"
"15340 Grand River","42.3923416000","-83.1966400000","Pro Nails"
"15360 GRAND RIVER","42.3925514000","-83.1969528000","Simply Fashion"
"15364 Grand River","42.3921700000","-83.1967773000","KIDS FOOT LOCKER"
"15370 Grand River","42.3927002000","-83.1972198000","7 DAYS WEST"
"15370 Grand River","42.3927002000","-83.1972198000","LEE JEWELRY"
"15370 Grand River","42.3927000000","-83.1972200000","SEVEN DAYS FISH & GRILL"
"15370 Grand River","42.3927002000","-83.1972198000","SUN JEWELRY"
"15371 Grand River","42.3920555000","-83.1972351000","AMERITECH"
"15400 Grand River","42.3924904000","-83.1975632000","DETROIT PUBLIC SCHOOLS"
"15400 Grand River","42.3924904000","-83.1975632000","FIRST CHOICE DRIVING SCHOOL LLC"
"15400 Grand River","42.3924904000","-83.1975632000","NEW  ST. PAUL HEAD START CENTE"
"15400 Grand River","42.3924904000","-83.1975632000","SWEET LIVING TOWERS"
"15400 Grand River","42.3924917000","-83.1975606000","Urban Information Network"
"15500 Grand River","42.3930702000","-83.1986389000","Sunny's"
"15510 Grand River","42.3929558000","-83.1987000000","FIRST COMMERCIAL REALTY & DEVELOPMENT"
"15510 Grand River","42.3929558000","-83.1987000000","The Viila"
"15510 Grand River","42.3929558000","-83.1987000000","VILLA JOIN THE MOVEMENT"
"15520 Grand River","42.3929825000","-83.1987686000","Discount Uniforms  &  More"
"15530 Grand River","42.3930092000","-83.1988297000","S Denim and Co."
"15540 Grand River","42.3930321000","-83.1988907000","Big Star Fish"
"15550 Grand River","42.3931503000","-83.1991882000","Lee Beauty"
"15550 Grand River","42.3931503000","-83.1991882000","LEE'S BEAUTY SUPPLY"
"15560 Grand River","42.3932152000","-83.1993484000","VIP Wear"
"15580 Grand River","42.3933487000","-83.1996765000","RAINBOW #236"
"15590 Grand River","42.3933754000","-83.1997375000","Grenadier Properties"
"15600 Grand River","42.3935890000","-83.2000580000","Detroit Water & Sewerage Department"
"15601 GRAND RIVER","42.3927500000","-83.1996400000","CRICKET"
"15601 GRAND RIVER","42.3927498000","-83.1996384000","GREEN FIELD COLLECTIVES"
"15601 GRAND RIVER","42.3927500000","-83.1996400000","L.A. Insurance"
